SLP1	RVS	RVV	SVK	SVR	SVJ	YVVM	YVVK	YVM	YVKp	YVK	YVT	AVS	AVP	SB
Z	U1CF2/{U0CF1}	U1CF2/{U0CF1}	U1CF2/{U0CF1}	U1CF2/{U0CF1}	U1CF2/{U0CF1}	U1CF2/{U0CF1}	U1CF2/{U0CF1}	U1CF2/{U0CF1}	U1CF2/{U0CF1}	U1CF2/{U0CF1}	U1CF2/{U0CF1}	U1CF2/{U0CF1}	U1CF2/{U0CF1}	U1CF2/{U0CF1}
V	U1CF2/{U0CF2}	U1CF2/{U0CF2}	U1CF2/{U0CF2}	U1CF2/{U0CF2}	U1CF2/{U0CF2}	U1CF2/{U0CF2}	U1CF2/{U0CF2}	U1CF2/{U0CF2}	U1CF2/{U0CF2}	U1CF2/{U0CF2}	U1CF2/{U0CF2}	U1CF2/{U0CF2}	U1CF2/{U0CF2}	U1CF2/{U0CF2}
M	U0902	U0902	U0902[C^rSzsh]/UA8F3[rSzsh]/UA8F2[rSzsh]			U1CEC+0902[rSzsh]/{U0902[C^rSzsh]}/U1CEA+0901+1CED	U0902[C^rSzsh]/UA8F3[rSzsh]	U0902[C^yvrlSzsh]/UA8F3[yvrlSzsh]		U0902[C^Szsh]/U0901[Szsh]/{U0900[Szsh] Schroeder}	U0902[C^rSzsh]/UA8F3[rSzsh]/UA8F4[rSzsh][C]/UA8F7	U0902	U0902	U1CEC+0902
M#						U1CE9+0902/{U0902[C^rSzsh]}								
M#/8						U1CE9+0902/{U0902[C^rSzsh]}								
M#\7						U1CE9+0902+0952/{U0902[C^rSzsh]}/{UA8F3+0952[rSzsh]}	U0902[C^rSzsh]/UA8F3/UA8F3+0952[rSzsh]							
M#\6														
M1											U0902[C^rSzsh]/UA8F3[rSzsh]/UA8F4[rSzsh][C]/UA8F7			
M1/8											U0902[C^rSzsh]/UA8F3[rSzsh]/UA8F4[rSzsh][C]/UA8F7			
M1\7											UA8F3+0952[rSzsh]/UA8F4+0952[rSzsh][C]/			
M1\6														
M1#						U1CEF/{U0902[C^rSzsh]}/{U1CEE}					
M1#/8						U1CEF/{U0902[C^rSzsh]}/{U1CEE}					
M1#\7						U1CEF+0952/{U1CEE+0952}/{U0902[C^rSzsh]}/{UA8F3+0952[rSzsh]}					
M1#\6											
M2	UA8F3										UA8F3[C]f
M2/8	UA8F3										UA8F3[C]f
M2\7	UA8F3+0952										UA8F3+0952[C]f
M2\6											
